duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label
13,tcp,telnet,REJ,3368,6640,0,1,2,2,0,1,0,1,0,0,4,0,3,3,0,0,490,8,0.11914067199604816,0.37973740482164875,0.9447073816724817,0.057002387551933986,0.7326126992403987,0.8431448650297454,0.2503587295708555,138,243,0.7362539479604622,0.03517463153159661,0.5798342382810904,0.5334784759062927,0.607959350832342,0.8871065125186705,0.36645692075319136,0.12648025669130947,0.0
241,udp,smtp,RSTO,11787,19815,0,2,2,1,9,1,0,0,0,0,0,0,0,4,1,1,877,108,0.7773495882916579,0.787639797427375,0.5654381667288435,0.7287844238369858,0.6847251638810046,0.6442130159896179,0.6693154163635017,283,2,0.774251147700671,0.9118215936367428,0.16251564475711533,0.05275661483209082,0.5757852108894116,0.3581447811958055,0.7557912428853023,0.4144809792543599,1.0
776,udp,private,REJ,14052,12941,1,1,1,1,9,0,4,1,0,0,4,0,0,1,1,1,829,136,0.7377081185520071,0.9972250442727922,0.9899930536435546,0.9410833622355166,0.21208123747737773,0.6507243843338003,0.888272196511506,297,124,0.6562029803736066,0.775331929885916,0.6741976228649297,0.45693884989824896,0.16362400021023382,0.37864238340409406,0.9643834187840377,0.01480886113262514,1.0
345,udp,telnet,REJ,5732,7564,0,0,0,0,4,0,1,0,0,2,1,0,4,4,1,0,199,153,0.3748249243499977,0.7276311376996887,0.9095953911109443,0.0174982139873886,0.23899768021155132,0.8668214856884892,0.45994195129396276,479,267,0.4716631827851603,0.4507060582503857,0.13346887928212847,0.9421579170299933,0.12491981074063341,0.41813068297093114,0.1145452995864823,0.8410449825125603,0.0
564,udp,private,REJ,3476,8684,1,0,0,1,1,0,4,0,1,4,4,0,1,3,0,1,439,387,0.6213306241557073,0.9226037570939578,0.0061838226408966745,0.04900464497127355,0.2812845635530341,0.8939730574625047,0.6069731162742654,98,83,0.5716276933611655,0.7536101314779872,0.805857705334062,0.8878593497355527,0.02667676260887253,0.5466256459432461,0.31438504106745846,0.5134979613418572,0.0
897,udp,http,REJ,3417,9323,1,2,0,1,0,0,4,0,1,0,3,0,3,2,1,1,368,208,0.7187181132622024,0.762212058314177,0.8106835703375919,0.5727702766869458,0.4111272782593792,0.9197925717794363,0.18849985279556114,316,15,0.046402886015125655,0.9556394617234216,0.989736597712271,0.10226428099711604,0.012425593793932266,0.553490270198824,0.810125427718857,0.13916001090796182,0.0
339,icmp,private,REJ,1645,8502,0,0,1,1,1,1,2,0,1,4,1,1,3,3,1,0,472,271,0.11060359887316085,0.5917169688924004,0.948369552788919,0.8194956853860523,0.2343250656505268,0.0948491932531561,0.8049668338816853,122,333,0.6239595094320143,0.772089523881285,0.3773876249747763,0.7441266857143702,0.8798104357196852,0.4963989216770842,0.2661583860511765,0.2369803183889847,0.0
91,tcp,private,S0,9397,8930,1,1,0,0,1,0,2,1,1,2,0,1,4,3,0,0,305,142,0.035590230806476386,0.19202336913634455,0.09132573433355706,0.3267388905686336,0.019651482746847804,0.5441260019631009,0.9673281113534697,319,463,0.6260981019870467,0.842371333818322,0.44475589820201256,0.8057928659582347,0.04508885600538992,0.30600097358316747,0.21512059704604092,0.44797519213852666,0.0
366,tcp,ftp,REJ,3030,3241,1,0,1,2,1,1,2,0,0,4,0,1,4,4,1,0,11,98,0.9943303026857149,0.666685651892513,0.16144768603292103,0.34961439880772216,0.8793930568071955,0.7405095212183186,0.26859893291459747,286,58,0.8912007974018095,0.7606065813900618,0.04643365548281231,0.2713881882367648,0.7312211098732463,0.927206464790831,0.8253779778689717,0.18886938281554866,0.0
955,tcp,ftp,REJ,2872,545,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,0,344,376,0.23272834891555183,0.6233795659599071,0.9607463027713554,0.5963464974967759,0.9656098313808841,0.7569268451270138,0.4948259516005463,80,176,0.5056563574302194,0.1682110924335416,0.013733188082578285,0.4716085707410923,0.871985096244957,0.5885860973492543,0.9870823640059703,0.26859916150108587,0.0
454,tcp,ftp,RSTO,3072,4346,1,1,1,0,4,1,1,1,1,2,1,0,1,3,0,1,464,307,0.053830524908459076,0.6024691704572664,0.5375401436403463,0.274212889124147,0.34157038703156795,0.6067162019700039,0.0861161105063738,494,62,0.07714437408606101,0.8335741096457367,0.9214193348763277,0.7109879414636829,0.09805784856245758,0.4077392161915949,0.5568805901479658,0.5343855642352632,0.0
427,udp,private,SF,1854,9996,1,2,2,0,3,0,4,0,0,3,2,1,0,4,1,1,187,68,0.18987532909591998,0.48978586798824075,0.014196634471723701,0.02660836607768413,0.33850687942547286,0.16678733518367417,0.5591366564629684,456,445,0.3061959204820812,0.19510882002421004,0.12862406043919206,0.4390414888211479,0.4363014238330176,0.6511769607436182,0.27804874833333926,0.8326090130383855,0.0
508,tcp,smtp,S0,4021,3810,0,1,0,2,3,1,2,1,0,2,1,1,3,1,1,0,153,246,0.03895784634846422,0.5286566039892756,0.25763199876352916,0.7352285181015961,0.007091812774370987,0.7974205539416643,0.5027834418466806,9,490,0.6556294121143175,0.892611328044147,0.44577874755947033,0.11279691886657695,0.9623029831742766,0.7679667578098052,0.398565961600054,0.4018396856899208,0.0
775,icmp,private,S0,4662,7206,1,0,0,1,2,0,1,1,1,2,1,1,3,2,1,0,493,260,0.39181089461717167,0.33444252711810407,0.4499436742688596,0.6256499129414531,0.680250688330374,0.7201113335149457,0.1444364841550776,7,48,0.2392588627514639,0.4586498980810759,0.8153546238555615,0.7058824446817216,0.8341386605235851,0.9607280882282431,0.170130327383609,0.7169752735535483,0.0
942,icmp,smtp,S0,6514,9005,1,2,1,1,1,0,0,0,1,1,3,0,4,2,0,0,367,275,0.8024017844513243,0.5193126926423032,0.6929089110247677,0.5807559990556591,0.8254398957486287,0.08613577154903629,0.44206621311807504,404,306,0.2805278218554009,0.6769767523110285,0.8893187599283195,0.9116386897353035,0.48970403185785505,0.4995491622675826,0.7618872788907525,0.8766842134606484,0.0
34,tcp,smtp,REJ,5031,2032,1,2,1,2,2,1,4,1,0,0,2,1,0,0,1,1,333,78,0.3412444497577206,0.19755590567847825,0.7331603781367996,0.7416841289918231,0.14660830036000316,0.46380982467437626,0.33410465208656326,204,245,0.8204690163608535,0.4972408478806435,0.5193976852834676,0.6524847284061576,0.7625711127915529,0.1120985103507588,0.7734740178227679,0.21630094029616198,0.0
205,tcp,ftp,REJ,2708,8436,1,1,0,2,2,1,3,1,1,3,3,0,3,4,1,0,424,145,0.44418340687836655,0.8051743973603768,0.9954215129254561,0.6752308375620375,0.15966634936715074,0.17397739952180358,0.5218308753051893,314,288,0.584319731762709,0.09399092941660203,0.5650325249759498,0.7738007485690339,0.8333776244316639,0.4407658014365413,0.8751209923824944,0.8071919704021601,0.0
80,icmp,telnet,REJ,7112,271,1,2,1,0,0,1,4,1,1,3,1,1,0,1,0,1,419,110,0.6755867735674388,0.1857769546987078,0.287511199383759,0.20588198817832115,0.7900832499714378,0.3374770457129719,0.5856543354287992,433,285,0.5085274317735725,0.2907223076206651,0.6696839724632725,0.3583625356578285,0.3480269631887193,0.4789705614534714,0.026602563596563877,0.7574021983310274,0.0
931,icmp,http,RSTO,17041,15175,0,1,0,0,6,0,3,1,1,3,0,0,0,3,0,0,671,257,0.6245872486211832,0.8594041174745823,0.8018160499465332,0.9582110945837667,0.6162907483541447,0.018081092205685434,0.008495578607209509,196,442,0.31845196680580434,0.983731853997006,0.9613824701437153,0.18319824512663485,0.8921529168699609,0.8969940781856739,0.5619813416263792,0.356937297948135,1.0
561,udp,ftp,SF,8393,1771,1,1,2,2,3,1,2,0,1,1,1,0,4,2,1,0,278,92,0.8614456860213242,0.43624602635715737,0.533323547859605,0.126110141678625,0.04486055762771701,0.40032986841075824,0.7610059829495553,197,331,0.7309280359330333,0.9607147516698173,0.6026699609445051,0.6427736616182925,0.4704733196771568,0.3948007684629531,0.2142554343431844,0.9895199595008671,0.0
871,icmp,ftp,REJ,3507,9454,0,1,1,1,1,0,3,1,0,2,3,1,0,1,1,0,170,12,0.8660356750457565,0.6583074395060619,0.4056452594472375,0.12985701341788103,0.6225469904622817,0.5498769211562105,0.7130142918617408,29,14,0.2877184344900293,0.3204868976555473,0.5594752594563462,0.3277712058412189,0.52780736355883,0.9533242648871384,0.3408830154923571,0.262572371435957,0.0
387,udp,telnet,SF,6456,4361,0,1,0,0,3,1,2,1,0,0,2,0,1,4,1,1,133,259,0.009910695491153643,0.43771682493354136,0.1691618938424202,0.6761957463565392,0.30891772284376606,0.6195825928270868,0.3662863862065222,478,337,0.7370635176441752,0.9962968042452258,0.014534135265990678,0.8600735189897928,0.999707637821831,0.4851319077143348,0.7849556152865075,0.25480326603169556,0.0
1,udp,http,RSTO,4212,7069,0,0,1,0,3,1,0,1,0,4,2,0,1,0,1,1,494,425,0.7780463064831992,0.2767541319513086,0.9774565631838426,0.8586001069824982,0.36872515547084594,0.6634903451287101,0.05293593556881826,400,254,0.070101480267442,0.8455511954968996,0.08094970202235607,0.12262804997800658,0.8433029661521613,0.9737805009789289,0.19203365236149617,0.7722591646531978,0.0
389,udp,private,S0,7970,920,0,1,0,1,4,0,3,1,1,2,3,1,2,2,0,1,452,108,0.46073360024167387,0.5581711838904407,0.8533171866665861,0.962732583861139,0.7697314182968802,0.83629131310246,0.7549325397850504,458,91,0.8645413415820836,0.6109594994322547,0.5771716266239962,0.4334636997331237,0.36177000577298,0.008198321130962194,0.6383417505810897,0.4346573180510842,0.0
565,udp,private,REJ,8766,8190,1,2,0,0,3,0,4,0,1,1,2,1,4,1,1,0,426,329,0.9888405413036631,0.34700233541219994,0.4983330282942372,0.6283471175494444,0.8109351926726106,0.21546290727573003,0.9551751604781324,19,278,0.4995664633759328,0.04012462026100949,0.9362403878072032,0.39672760046838584,0.010345596472699947,0.8988153748063467,0.6545661912235982,0.33079499478104324,0.0
105,udp,ftp,SF,536,3430,0,0,1,1,3,0,2,1,1,2,4,1,2,1,0,1,24,188,0.48323207587543515,0.9328676901266331,0.6032454226840298,0.18410132336095697,0.40035662683983064,0.12048182243846794,0.2401515960220142,47,205,0.43850801669897,0.9014468295383795,0.866691348399395,0.9380538535539297,0.6261740737938947,0.9311204519433507,0.9540939149023007,0.17866280533910295,0.0
771,tcp,http,SF,19063,10494,0,2,2,1,7,0,4,0,1,2,0,0,1,1,0,1,756,94,0.8903663650143349,0.6075023841350142,0.8578177752788811,0.9000272039756857,0.9471529360063548,0.8515371718979257,0.3235246137370379,456,93,0.6110234115419245,0.5574292792643197,0.9825789229922046,0.15313480060440388,0.7039134261281078,0.9610209357652133,0.775160928528937,0.7653324309345441,1.0
821,icmp,ftp,REJ,7973,3760,1,0,0,1,4,0,1,1,1,1,0,0,2,4,1,0,189,104,0.7545693612057366,0.5023718199720955,0.5437870703917469,0.8128509715367578,0.40646271795207223,0.1566128148926499,0.18381288948181496,129,224,0.6241920728962704,0.8684761512027696,0.527834037561274,0.009846825012010951,0.6508026901433797,0.013076534174614851,0.8036351471536934,0.786321806136077,0.0
476,udp,smtp,S0,8577,2050,1,1,0,2,0,0,2,0,0,3,0,0,4,4,1,0,140,7,0.24860488461330632,0.3278839940182585,0.6949701331214758,0.5787564763599993,0.7718360352301099,0.9747600813361953,0.5769361233448397,292,300,0.13203517688999555,0.8344291199057423,0.7879309384377668,0.23808521280711759,0.9678623511632131,0.171700836550309,0.5316007490178934,0.5665640032301404,0.0
702,icmp,ftp,S0,17017,17771,1,0,0,2,6,1,3,0,1,3,2,1,4,4,0,1,678,66,0.7214250987376054,0.6592347128011526,0.8616147293027673,0.9008028383065215,0.48387726456425906,0.842538229398637,0.15484139464745494,384,317,0.7562335898162132,0.8330062152010861,0.8404003314893405,0.8202768597686545,0.8629710273321443,0.6537645030932362,0.18678080716237067,0.9573136131913729,1.0
401,icmp,ftp,S0,8666,8567,0,0,2,2,3,1,2,0,1,0,2,0,0,3,0,1,333,495,0.9921356394785827,0.03671294348306664,0.9902851705849413,0.7814620887547092,0.897532326522084,0.5008766058895991,0.35619394346137945,131,462,0.2759282979500629,0.6981738607149051,0.6480316573308618,0.20932181604701705,0.4488316931806485,0.025472691735107134,0.4255633657183516,0.31816327042265424,0.0
729,udp,private,RSTO,8609,2033,1,2,2,1,1,0,4,0,0,0,1,0,3,1,1,1,283,190,0.8575306077519237,0.47476900604365124,0.6113416562477262,0.7032772277324516,0.9077612436501786,0.9814214249220252,0.697013013934263,355,198,0.904961880169914,0.2914151386760486,0.33874990421450724,0.2408780637054827,0.06285748747238096,0.06360899617650073,0.5494895735118204,0.2196190454793372,0.0
555,tcp,private,SF,6490,6467,1,2,1,1,0,1,0,0,1,3,1,0,0,2,0,1,145,365,0.0973668937912211,0.33632339427033353,0.37097371259216905,0.8344582528560966,0.08741680787108386,0.09737672910800421,0.5601159830093484,53,270,0.8178506634148325,0.33616025774451985,0.46997843465779443,0.1298988045368108,0.4760587695019969,0.22107887369344192,0.6784192517137123,0.6774667689344619,0.0
161,udp,private,SF,3600,145,0,1,2,2,1,0,2,1,0,4,0,0,4,4,1,0,314,255,0.7063719968099961,0.9205358851025547,0.7721520276158381,0.05621390545987848,0.9364933313102257,0.30306576117510164,0.38646256432793524,377,499,0.3462660415347485,0.30846921258268634,0.8579170722435677,0.7154362032765404,0.6892440199620231,0.5124397687438842,0.6077091118319272,0.7584086407997047,0.0
201,tcp,smtp,SF,6783,4388,1,0,1,0,0,1,3,1,0,2,4,0,1,4,1,0,443,8,0.34557958587081306,0.012003027272682543,0.17046251158164205,0.7475206367465048,0.8255348415204157,0.6382244150406114,0.4202496018075419,280,233,0.8077392932007145,0.020045999532564696,0.29854792598216395,0.06917419050541718,0.6077098082270046,0.5459025592668075,0.39397782891724353,0.22490597055182238,0.0
957,icmp,private,RSTO,9146,7832,1,0,1,1,2,1,1,1,0,4,1,0,1,1,0,0,318,477,0.006982261880348117,0.5528148757183491,0.38451581370626653,0.8508527573220954,0.7913107143126669,0.35000686847317874,0.5621108826232295,386,45,0.3563904992999042,0.5825689092148112,0.9237431312666485,0.3312083023285216,0.5381370677108849,0.03426112279350435,0.26531310699584143,0.07661076426111324,0.0
995,tcp,http,SF,4971,8623,1,0,2,0,3,0,0,0,0,2,1,0,0,4,0,1,440,116,0.4034809690269996,0.740663581066626,0.34695895037758584,0.28613504245831434,0.20091133968552244,0.9283725519807918,0.005864727887161303,264,63,0.10094768163604062,0.6988336704460328,0.2298063414226651,0.28249872662096454,0.4688189580152413,0.17036725078153114,0.1682308432036831,0.810516486586372,0.0
269,tcp,telnet,RSTO,1205,8896,1,1,1,0,0,0,1,1,0,3,2,1,4,3,1,1,91,266,0.2347544217249713,0.48501798752404124,0.43180709510777726,0.6404472739932529,0.8051192087546649,0.06562608817781757,0.07850986845360985,469,229,0.961888238725708,0.8538659935252035,0.7495164151567807,0.5551597297901548,0.2937618730273863,0.4997056733346553,0.6938453862722663,0.9765019736460124,0.0
862,tcp,http,S0,1990,8173,0,1,2,1,1,0,2,0,1,0,4,1,1,3,0,0,178,98,0.8188692705204715,0.08540303016272166,0.7817798259287263,0.3141620638369721,0.8501327346850368,0.5494118320609646,0.8812580677630116,214,429,0.65260201521544,0.14016543338273035,0.6305592343457384,0.7304162650197356,0.27734676172462924,0.5939406209434053,0.645398674312485,0.6446722860722843,0.0
815,icmp,http,REJ,19630,17463,1,1,1,1,7,1,4,0,0,0,0,1,4,4,1,0,826,484,0.6283847577689565,0.5174401529100139,0.7051345691658584,0.553279740233884,0.28915033445415095,0.5908662673951145,0.07787898909129076,459,439,0.4560995266625917,0.5441831489768018,0.7495994411207623,0.5328764346967474,0.5002314789258019,0.14840169648621537,0.6873724657578066,0.27786690014389415,1.0
270,icmp,private,SF,3572,4494,1,1,2,0,2,0,4,1,0,4,1,0,1,1,1,1,154,297,0.8275236939538171,0.5180104313760979,0.7940144502659627,0.03342357243550376,0.9522600783623237,0.6527281237772241,0.7068035962105051,457,248,0.39777335153103965,0.00800814067378286,0.4373475724325948,0.9310259929750676,0.160603146429649,0.39884141194697065,0.37252745280279487,0.996672608552792,0.0
455,tcp,telnet,SF,5975,8056,0,1,2,0,3,1,3,1,1,0,4,0,4,1,1,1,159,396,0.0005979388347953085,0.6141862443190114,0.5764889031398659,0.579792843832955,0.04986014639916425,0.25566622333181444,0.9200381641090526,289,245,0.324705334258264,0.09509364771072948,0.9326410625539846,0.9514426388873319,0.3406854235748016,0.9044014365169524,0.262407822570745,0.8932666362670775,0.0
461,tcp,telnet,S0,10214,15400,1,2,1,2,6,0,4,0,1,3,4,1,2,1,0,0,960,163,0.7091873525539237,0.8892819237733798,0.8672023212716236,0.7872872517365086,0.14990925324713966,0.36456642751986446,0.2706836043017311,42,427,0.9814475954291293,0.05421174420599306,0.6324722024114774,0.3614653284985154,0.3239792747100996,0.998899287046172,0.7597213286809253,0.5133806462802939,1.0
726,udp,telnet,REJ,4380,9155,0,0,0,2,2,1,0,0,0,4,0,0,4,0,1,0,136,375,0.24116521430776194,0.4834980851068038,0.8099787436834724,0.7122202051771587,0.5375811380515143,0.8436805296649776,0.37049143705951426,73,74,0.1347472651309074,0.7254780340154869,0.2882958045542563,0.7776803762748927,0.5871328015842009,0.9872144548311412,0.7736473950553341,0.8253212848418338,0.0
251,tcp,smtp,RSTO,4757,1828,1,0,1,1,1,1,4,1,1,2,4,1,4,4,1,0,231,140,0.23356736106861098,0.42914949195832186,0.23828967055309158,0.17589028341866209,0.5757924711223097,0.19494276897015983,0.5689214058447163,349,156,0.3148050589205683,0.08105956387760316,0.6384550706521437,0.7388013832681897,0.06668230036302458,0.8816745102868724,0.4556163739668406,0.8158205232629668,0.0
701,udp,private,REJ,2713,9130,0,0,2,2,2,0,3,1,1,0,4,0,0,1,1,1,479,267,0.0681866197654627,0.07489584200198374,0.2243829797997955,0.23538326189835757,0.6451500833009034,0.826867847173362,0.8817089696385847,277,222,0.4854976402826635,0.71645298155879,0.2868157472070312,0.8929645917048273,0.8296686802650951,0.3946600879499458,0.6119040847673242,0.9347989696734995,0.0
295,tcp,telnet,S0,5588,4805,0,0,0,2,2,1,2,1,0,1,4,0,2,3,1,1,467,36,0.18712427041050173,0.10616035354746722,0.5045029240548358,0.4943708110457581,0.016969129315466458,0.5626554229027424,0.9419055872604202,325,189,0.4779995450543114,0.24962470441058338,0.2936323917598742,0.4479436402077033,0.5623783803844021,0.6865742920747842,0.3735196642317412,0.8409238437734601,0.0
724,udp,smtp,S0,966,806,0,0,1,2,4,1,2,1,0,0,1,1,3,2,1,1,219,73,0.5555495698856199,0.8374725196187746,0.2608492459620889,0.9148349499968781,0.9603667746221303,0.7621875111940821,0.7395632481112681,241,472,0.47136648440784346,0.8777129606969395,0.3995985116208679,0.5304731871977922,0.6708266807759353,0.4165922277841987,0.7019472001198067,0.6436792359571645,0.0
719,icmp,ftp,REJ,17253,10045,0,0,1,2,9,0,4,0,1,2,0,1,0,2,1,1,641,72,0.9708174260366844,0.9325312649921802,0.7499886324812093,0.5704519718439918,0.04458809273414399,0.7136073662634715,0.08661976085469403,129,51,0.17578381583038183,0.8131499883638141,0.852430417569119,0.415774313581574,0.7030939037594328,0.6485270268242028,0.8357215966478713,0.6093037189565074,1.0
748,tcp,ftp,RSTO,3432,7486,1,0,1,0,2,1,1,1,0,4,4,1,3,1,1,1,67,307,0.41739478232914795,0.19495827149863054,0.6482975272988015,0.14424002111810352,0.14306195272340239,0.207511495384879,0.6691541555348508,349,437,0.14493252710950055,0.9578302174752765,0.500297874393992,0.8503769192997056,0.2914841368425365,0.30943247096948323,0.6882332773356494,0.4673572883316117,0.0
337,tcp,smtp,RSTO,688,8202,0,0,0,1,3,0,2,1,0,2,4,1,1,2,1,1,301,198,0.3768668803471885,0.5049114512501393,0.511093821472398,0.7589768318540306,0.01401451752605698,0.5688127364338729,0.41030372187266206,193,87,0.25476758632862007,0.8837620154580319,0.6789008422302074,0.22970231536213437,0.4703715673848665,0.606202253610332,0.5125826268471365,0.6264856399707573,0.0
878,tcp,smtp,SF,4243,1868,1,2,2,2,1,0,4,1,1,1,1,1,3,2,1,0,248,129,0.8759049249998946,0.7687471313625129,0.4455178144931612,0.500619532333931,0.5668584332940947,0.8677231528050924,0.4707009994910616,31,312,0.914526153802056,0.9333294191163473,0.391967740274463,0.2397090782424447,0.9562459558696672,0.5237584965528499,0.4586579594923703,0.7952165865303827,0.0
52,tcp,private,RSTO,19790,10747,0,0,1,0,7,0,3,0,0,3,0,0,4,0,1,0,502,245,0.6567875660320154,0.9193522622669298,0.7142823063008961,0.8632928829132267,0.9322668839209722,0.43211623680192934,0.04914839034517704,105,338,0.11305296783451013,0.8587423965133077,0.26360543980688145,0.37260510357707977,0.7667052379968149,0.024480265813199953,0.6423196509757443,0.9690376263025533,1.0
791,udp,private,REJ,8533,5690,0,2,1,0,3,0,4,0,0,0,2,0,3,3,1,1,495,311,0.49295697165586005,0.5768079196382558,0.5711991839629137,0.14661455715984228,0.6659471660804642,0.9665907702233167,0.19106213934635818,399,65,0.7574251033733248,0.6933819006148554,0.9546401607162314,0.23034283210235118,0.9695568752231853,0.7907029037461137,0.6798108916013302,0.4672873581821201,0.0
921,tcp,ftp,S0,18584,10825,0,1,1,0,9,1,2,0,0,4,1,0,0,3,0,0,927,59,0.7158254270921907,0.5261227918504139,0.5477719372823832,0.829433333461011,0.8226574684804273,0.45221510010171806,0.7905136075336477,203,149,0.7575483931333713,0.17025915212543596,0.6035812471230626,0.5610068364149208,0.7462543451462883,0.011897832245155615,0.558729443524539,0.5736532029887571,1.0
216,icmp,telnet,SF,9916,5429,1,0,1,2,3,1,3,0,0,3,0,1,0,0,1,1,409,278,0.10680070400236363,0.03646105082561846,0.13945023620516017,0.23287914615181504,0.013281203458580082,0.14278563666788469,0.4539588330478598,0,19,0.8097704038972623,0.27170751885409294,0.9339513385827183,0.1344901064955023,0.1756001397085174,0.29315594225330177,0.624942275107395,0.44480549505878175,0.0
763,icmp,ftp,SF,6704,9076,0,1,1,2,4,1,4,1,0,2,4,1,3,0,1,0,391,102,0.953402879382095,0.05274395216221739,0.5692064631294277,0.1567604286516393,0.5420152984797261,0.38943468007767323,0.30166224163114885,244,32,0.8866154889893555,0.2127269661302731,0.20341300219831504,0.32018621940405534,0.06453588384467623,0.00592406545400237,0.09658868249453223,0.668488620983404,0.0
187,tcp,telnet,S0,4422,3564,1,1,2,1,4,0,0,0,1,4,0,1,0,2,1,1,5,295,0.06022694490029745,0.8341641082084413,0.8679796267309029,0.6834294151572705,0.4595629775055219,0.9517024063905372,0.38401907396495816,71,327,0.26303617753893027,0.6035857876582056,0.14689416391293275,0.91344469847559,0.5776614367196636,0.3762014132951982,0.9517655161423267,0.6299205040612595,0.0
379,icmp,telnet,RSTO,9984,1389,1,1,2,2,0,1,3,1,1,3,0,1,0,4,0,0,463,319,0.29765027756828044,0.11797248362806156,0.583105757279898,0.5936846199087332,0.49896794422079305,0.31972084933985423,0.8543995133256802,431,280,0.22455946926889636,0.5036199379736014,0.8558229071239036,0.40922548019179594,0.35781327970260957,0.0631605281641393,0.790773063732034,0.0178337901936233,0.0
492,tcp,private,S0,1759,7274,1,2,1,2,1,1,0,1,0,4,0,1,3,2,1,0,279,486,0.29806620117000415,0.04515136441229195,0.7180141781270015,0.7548274583623312,0.07221318533518795,0.8680981598670628,0.7489990174049569,305,45,0.4655056665274797,0.8670799971584237,0.6809172126172515,0.7482337164935092,0.2754579101381702,0.9135109668312412,0.3739278697067838,0.5411615591006584,0.0
40,tcp,http,RSTO,9181,824,1,1,0,0,1,0,1,1,1,1,2,1,2,0,0,1,431,340,0.3204012861402149,0.4378998871429123,0.3720435678122074,0.30946257644618236,0.6844353610693075,0.8812506816818898,0.2723153971810828,396,72,0.26508916875203614,0.9526728664990757,0.18657849925364134,0.11346219170657401,0.8072109964254175,0.4156792951628686,0.56281261095363,0.08848689569901402,0.0
156,icmp,http,S0,14090,16158,1,1,2,1,5,0,3,1,0,1,0,0,2,3,1,1,751,150,0.7169676248156869,0.6389164497823272,0.9349529669451604,0.8024704065988775,0.5032204148586344,0.35018652433196107,0.11750184021237331,14,353,0.7343099889831075,0.40485988961814434,0.26935970066353776,0.24756450814178466,0.36699326708194735,0.45949577486441007,0.04732453013642135,0.026383618005538345,1.0
14,tcp,smtp,REJ,16821,13527,1,1,0,2,5,1,0,0,0,0,2,0,1,2,1,0,963,156,0.8032048883719002,0.7257479695597221,0.9692341061829062,0.5612595712685469,0.765148849861264,0.08325765805063212,0.2519982216440717,52,312,0.6359395767414336,0.5063505532808124,0.8006639415253112,0.8073456212003686,0.3170009697343039,0.34985023609085486,0.04122781399906039,0.7911971620846983,1.0
812,icmp,private,RSTO,951,6402,1,0,2,2,3,0,2,0,0,0,4,0,0,4,0,0,428,205,0.12249786196598922,0.4217126175259164,0.3944793908388575,0.9840894639665142,0.48529063406171535,0.7245579091588182,0.9207564510547337,427,342,0.8749876880526515,0.9715163568041392,0.4538686199959361,0.7629929362896941,0.8499875931690104,0.6275061542017663,0.2507983351119627,0.2586498621593005,0.0
64,udp,telnet,REJ,8914,3845,1,0,1,0,1,0,2,0,0,1,2,0,3,2,1,1,268,473,0.6349066591531628,0.03992253256375122,0.8670601823789473,0.2922489567393879,0.14938163622643208,0.311512299013986,0.5815888378497553,7,132,0.08273830348707156,0.27623894162314355,0.6705405065060909,0.38615591859382115,0.8462873364864602,0.7844081166182038,0.6897016423646233,0.34065507728729927,0.0
856,tcp,http,SF,2079,1796,1,2,2,0,2,0,1,1,0,4,4,0,0,1,0,0,196,178,0.12384602670581746,0.4490785141348759,0.24399530235247224,0.2948172383467669,0.648256954077822,0.7829236142575724,0.5334802087447829,329,54,0.9150833333580748,0.7923907753588136,0.3183520221360109,0.9543969020334743,0.3563666377550566,0.6481467430489779,0.8521477478000117,0.06408458760406621,0.0
838,udp,telnet,S0,17111,19984,0,2,1,2,9,0,3,1,1,1,4,1,4,2,0,1,526,196,0.5100058618143875,0.6264274893812793,0.7587006449124831,0.5074805991281504,0.17238636210516622,0.4426548482604331,0.5963935996924615,45,60,0.29334862667008954,0.22523990233524627,0.3812299527748767,0.9106430158345454,0.8324987009859662,0.7482071183951275,0.5591858799798484,0.17950026049435064,1.0
520,icmp,http,SF,10354,12631,0,0,2,1,8,1,3,1,1,0,2,1,0,0,1,1,922,222,0.8830129497596482,0.6694005849635565,0.5878132327840011,0.7106884706069274,0.8723945633548149,0.48526674234262157,0.36602826574651526,324,344,0.490694345926984,0.681460115425272,0.990712558623105,0.9623007491122398,0.8507784903326605,0.9059736635092605,0.5321327395823524,0.7656048182577924,1.0
343,udp,http,SF,14260,15190,0,2,1,1,7,0,3,1,0,1,1,1,0,3,1,0,627,88,0.7980150804749006,0.7301930878375202,0.6822049329977016,0.6765023754859181,0.6131162390692415,0.7779094067485368,0.8071070203195128,113,7,0.4386114359396437,0.25361562763856416,0.24761708717471853,0.4279146901877854,0.42393053502966627,0.8635465316714287,0.40230953379146595,0.4935308302326209,1.0
